original_sentence,orig_sent_id,changed_sentence,changed_sent_id,original_file_name,orig_ann,changed_ann
"Курйозність ситуації в тому , що поет і сам належав до мандрівних ченців , хоча й усвідомлював : « Своя-бо воля добра , але не пожитна , бо родиться від неї погибіль навітна » .",123,"Курйозність ситуації в тому , що поетеса і сама належала до мандрівних черниць , хоча й усвідомлювала : « Своя-бо воля добра , але не пожитна , бо родиться від неї погибіль навітна » .",123,e1d8841dcc68.txt,"{'T99': ('поет', 'JOB'), 'T100': ('ченців', 'JOB')}","{'T99': ('поетеса', 'JOB'), 'T100': ('черниць', 'JOB')}"
"Отож радить милостині мандрованцям не подавати , бо саме через них про ченців-законників у суспільстві починають думати погано , адже « монастирям безчестя накине він досить » .",125,"Отож радить милостині мандрованцям не подавати , бо саме через них про черниць-законниць у суспільстві починають думати погано , адже « монастирям безчестя накине вона досить » .",125,e1d8841dcc68.txt,"{'T101': ('ченців-законників', 'JOB')}","{'T101': ('черниць-законниць', 'JOB')}"
"Здається людям : кожен чернець лихочинний ,",129,"Здається людям : кожна черниця лихочинна ,",129,e1d8841dcc68.txt,"{'T102': ('чернець', 'JOB')}","{'T102': ('черниця', 'JOB')}"
"Щоправда , й між мандрованими ченцями зустрічається й такий , що « в добрі вміє жити » , — такі ведуть себе пристойно , в корчмах не ночують , а йдуть до священика й т . ін .",135,"Щоправда , й між мандрованими черницями зустрічається й така , що « в добрі вміє жити » , — такі ведуть себе пристойно , в корчмах не ночують , а йдуть до священиці й т . ін .",135,e1d8841dcc68.txt,"{'T103': ('ченцями', 'JOB'), 'T104': ('священика', 'JOB')}","{'T103': ('черницями', 'JOB'), 'T104': ('священиці', 'JOB')}"
"Звісно , себе поет відносить до останніх .",139,"Звісно , себе поетеса відносить до останніх .",139,e1d8841dcc68.txt,"{'T105': ('поет', 'JOB')}","{'T105': ('поетеса', 'JOB')}"
"Тому , хто не грішить , покута не потрібна , а в ченці часто йдуть люди , не знаючи , що їх у монастирі чекає .",149,"Тому , хто не грішить , покута не потрібна , а в черниці часто йдуть люди , не знаючи , що їх у монастирі чекає .",149,e1d8841dcc68.txt,"{'T109': ('ченці', 'JOB')}","{'T109': ('черниці', 'JOB')}"
Відтак поет досить різко вістить :,151,Відтак поетеса досить різко вістить :,151,e1d8841dcc68.txt,"{'T110': ('поет', 'JOB')}","{'T110': ('поетеса', 'JOB')}"
"Коли б знав , а що йому у ченцях прийде ,",153,"Коли б знала , а що їй у черницях прийде ,",153,e1d8841dcc68.txt,"{'T111': ('ченцях', 'JOB')}","{'T111': ('черницях', 'JOB')}"
"Правда , те , що у ченцях є вічна неволя ,",161,"Правда , те , що у черницях є вічна неволя ,",161,e1d8841dcc68.txt,"{'T112': ('ченцях', 'JOB')}","{'T112': ('черницях', 'JOB')}"
"Отже , чернець у всьому невільник — цікава протиполога до « Розмислу про іноче життя » П . Могили .",165,"Отже , черниця у всьому невільниця — цікава протиполога до « Розмислу про іноче життя » П . Могили .",165,e1d8841dcc68.txt,"{'T113': ('чернець', 'JOB')}","{'T113': ('черниця', 'JOB')}"
"Сам поет у тому « достойний дізналець , над страждальців , від усіх найбільший страждалець » .",169,"Сам поетеса у тому « достойна дізналася , над страждальцями , від усіх найбільша страждальниця » .",169,e1d8841dcc68.txt,"{'T116': ('поет', 'JOB')}","{'T116': ('поетеса', 'JOB')}"
"Тему про власне майно в іноків спеціяльно розроблено у вірші « Про тих , що кажуть : мовляв , інокам не треба мати ніяких надбань » , — тут маємо ніби ремінісценцію до вимоги св .",173,"Тему про власне майно в інокинь спеціяльно розроблено у вірші « Про тих , що кажуть : мовляв , інокиням не треба мати ніяких надбань » , — тут маємо ніби ремінісценцію до вимоги св .",173,e1d8841dcc68.txt,"{'T118': ('іноків', 'JOB'), 'T120': ('інокам', 'JOB')}","{'T118': ('інокинь', 'JOB'), 'T120': ('інокиням', 'JOB')}"
"Безмаєтний чернець мусить ставати жебраком , бо в монастирях « не часто дають » .",178,"Безмаєтна черниця мусить ставати жебрачкою , бо в монастирях « не часто дають » .",178,e1d8841dcc68.txt,"{'T122': ('чернець', 'JOB')}","{'T122': ('черниця', 'JOB')}"
"Інший вірш ( « Про іноків , нас уже останніх , які , безневинно терплять і по вині численні напасті , та скорботи , та гоніння , та наклепи , та ненависті , та всілякі озлоблення » ) позбавлений конкретики , у нім лише загальна констатація .",186,"Інший вірш ( « Про інокинь , нас уже останніх , які , безневинно терплять і по вині численні напасті , та скорботи , та гоніння , та наклепи , та ненависті , та всілякі озлоблення » ) позбавлений конкретики , у нім лише загальна констатація .",186,e1d8841dcc68.txt,"{'T125': ('іноків', 'JOB')}","{'T125': ('інокинь', 'JOB')}"
"В « Безженному іночому житті » говориться , що хоча інок вільний од жінки та дітей , але має потребу в господині , а ще хоче « усяке й багато » , отож мусить , бідака , потерпати .",188,"В « Безженному жіночому житті » говориться , що хоча інокиня вільна од чоловіків та дітей , але має потребу в господареві , а ще хоче « усяке й багато » , отож мусить , бідака , потерпати .",188,e1d8841dcc68.txt,"{'T127': ('інок', 'JOB')}","{'T127': ('інокиня', 'JOB')}"
"Одружений має у скорботах утіху , а ченцеві потіха лише від Бога — твір не без гумору .",190,"Одружена має у скорботах утіху , а черниці потіха лише від Бога — твір не без гумору .",190,e1d8841dcc68.txt,"{'T128': ('ченцеві', 'JOB')}","{'T128': ('черниці', 'JOB')}"
"Вірш « Про іноче усамітнення » засуджує гуртожитне життя в келії — тоді між ченцями виникає ворожнеча й ненависть , автор за усамітнене перебування в монастирі .",192,"Вірш « Про іноче усамітнення » засуджує гуртожитне життя в келії — тоді між черницями виникає ворожнеча й ненависть , авторка за усамітнене перебування в монастирі .",192,e1d8841dcc68.txt,"{'T131': ('ченцями', 'JOB'), 'T132': ('автор', 'JOB')}","{'T131': ('черницями', 'JOB'), 'T132': ('авторка', 'JOB')}"
"Загалом , похвалу Климентій складає хіба тим інокам , « що трудяться біля бджіл » .",194,"Загалом , похвалу Климентина складає хіба тим інокиням , « що трудяться біля бджіл » .",194,e1d8841dcc68.txt,"{'T134': ('інокам', 'JOB')}","{'T134': ('інокиням', 'JOB')}"
Співчуває і шафарям ( управителям господарства ) — світським і монастирським .,196,Співчуває і шафаркам ( управителькам господарства ) — світським і монастирським .,196,e1d8841dcc68.txt,"{'T135': ('шафарям', 'JOB'), 'T136': ('управителям', 'JOB')}","{'T135': ('шафаркам', 'JOB'), 'T136': ('управителькам', 'JOB')}"
"Окремий вірш про трапезних та келарів , описано їхні обов’язки , до того ж предметно .",198,"Окремий вірш про трапезних та келарок , описано їхні обов’язки , до того ж предметно .",198,e1d8841dcc68.txt,"{'T137': ('келарів', 'JOB')}","{'T137': ('келарок', 'JOB')}"
"Звертає увагу визначення в творі « про іноків та світських , які щиро трудяться » : « Іноків же найбільше вража сріблолюбність , але спасенну користь дає трудолюбність » .",200,"Звертає увагу визначення в творі « про інокинь та світських , які щиро трудяться » : « Інокинь же найбільше вражає сріблолюбність , але спасенну користь дає трудолюбність » .",200,e1d8841dcc68.txt,"{'T138': ('іноків', 'JOB'), 'T139': ('Іноків', 'JOB')}","{'T138': ('інокинь', 'JOB'), 'T139': ('Інокинь', 'JOB')}"
У « Слові особливім про нестатечне життя » поет знову вістить про невигоди гуртожитного життя зі « злим співмешканцем » .,202,У « Слові особливім про нестатечне життя » поетеса знову вістить про невигоди гуртожитного життя зі « злим співмешканцем » .,202,e1d8841dcc68.txt,"{'T141': ('поет', 'JOB')}","{'T141': ('поетеса', 'JOB')}"
"Автор не перебільшує й не применшує , а щиро викладає свої думки і враження без апології та передзавзять .",206,"Авторка не перебільшує й не применшує , а щиро викладає свої думки і враження без апології та передзавзять .",206,e1d8841dcc68.txt,"{'T143': ('Автор', 'JOB')}","{'T143': ('Авторка', 'JOB')}"
Автор щодо цього подає немало разючих фактів ; це стосувалося і сільських парафій .,214,Авторка щодо цього подає немало разючих фактів ; це стосувалося і сільських парафій .,214,e1d8841dcc68.txt,"{'T159': ('Автор', 'JOB')}","{'T159': ('Авторка', 'JOB')}"
"Відтак , між митрополитом К . Жоховським і василіянами встановилися напружені стосунки , що переросли у справжню війну чи бунти .",218,"Відтак , між митрополиткою К . Жоховською і василіянами встановилися напружені стосунки , що переросли у справжню війну чи бунти .",218,e1d8841dcc68.txt,"{'T161': ('митрополитом', 'JOB')}","{'T161': ('митрополиткою', 'JOB')}"
Народний депутат України .,1,Народна депутатка України .,1,5085bb95b51a.txt,"{'T4': ('Народний депутат', 'JOB')}","{'T4': ('Народна депутатка', 'JOB')}"
"Виявилося , що він , як і чимало молодих журналістів у редакції , був уже одруженим .",18,"Виявилося , що вона , як і чимало молодих журналісток у редакції , була вже одруженою .",18,5085bb95b51a.txt,"{'T22': ('журналістів', 'JOB')}","{'T22': ('журналісток', 'JOB')}"
"Певно , тому він і напросився працювати у відділ сільського господарства редакції , вести тематику про життя хліборобів .",22,"Певно , тому вона і напросилася працювати у відділ сільського господарства редакції , вести тематику про життя хліборобок .",22,5085bb95b51a.txt,"{'T27': ('хліборобів', 'JOB')}","{'T27': ('хліборобок', 'JOB')}"
"Молодого журналіста призначили літературним працівником ( так тоді називалися редактори відділів редакції ) , і він з перших днів почав виступати на сторінках « Червоного прапора » з цікавими , проблемними кореспонденціями .",24,"Молоду журналістку призначили літературною працівницею ( так тоді називалися редакторки відділів редакції ) , і вона з перших днів почала виступати на сторінках « Червоного прапора » з цікавими , проблемними кореспонденціями .",24,5085bb95b51a.txt,"{'T28': ('журналіста', 'JOB'), 'T29': ('редактори', 'JOB')}","{'T28': ('журналістку', 'JOB'), 'T29': ('редакторки', 'JOB')}"
"Разом з тим , уже тоді проявилася у здібного журналіста одна примітна риса — він не упускав можливості з любов’ю розповісти читачеві про людину праці різних професій і уподобань .",28,"Разом з тим , уже тоді проявилася у здібної журналістки одна примітна риса — вона не упускала можливості з любов’ю розповісти читачеві про людину праці різних професій і уподобань .",28,5085bb95b51a.txt,"{'T31': ('журналіста', 'JOB')}","{'T31': ('журналістки', 'JOB')}"
На сторінках газети починають постійно з’являтись нариси і замальовки про героїв-хліборобів Полісся .,29,На сторінках газети починають постійно з’являтись нариси і замальовки про героїнь-хліборобок Полісся .,29,5085bb95b51a.txt,"{'T32': ('хліборобів', 'JOB')}","{'T32': ('хліборобок', 'JOB')}"
"Певно , на цьому фундаменті доброзичливого спілкування з людьми , глибокого проникнення в їх життя та помисли , тонкого відчуття їх духовності і з’явилися пізніше в творчій біографії журналіста збірки оповідань « Колодязь коло моєї хати » , « Таємниця » та інші твори під літературним псевдонімом Іван Аринін .",32,"Певно , на цьому фундаменті доброзичливого спілкування з людьми , глибокого проникнення в їх життя та помисли , тонкого відчуття їх духовності і з’явилися пізніше в творчій біографії журналістки збірки оповідань « Колодязь коло моєї хати » , « Таємниця » та інші твори під літературним псевдонімом Марія Ариніна .",32,5085bb95b51a.txt,"{'T34': ('журналіста', 'JOB')}","{'T34': ('журналістки', 'JOB')}"
"Деякі селекціонери розводять миколаївських голубів , а звичайних поштових беруть за названих батьків , бо вони добре вигодовують чужих пташенят .",0,"Деякі селекціонерки розводять миколаївських голубів , а звичайних поштових беруть за названих батьків , бо вони добре вигодовують чужих пташенят .",0,8951230172d0.txt,"{'T1': ('селекціонери', 'JOB')}","{'T1': ('селекціонерки', 'JOB')}"
Кілька років тому в цьому місті я познайомилася з 30-річним шахтарем Андрієм Цикоревим на прізвисько Камікадзе .,12,Кілька років тому в цьому місті я познайомилася з 30-річною шахтаркою Ларисою Цикоревою на прізвисько Камікадзе .,12,8951230172d0.txt,"{'T8': ('шахтарем', 'JOB')}","{'T8': ('шахтаркою', 'JOB')}"
"Коротко розповівши про робочі будні , шахтар запросив мене тоді до себе додому і показав єдину свою втіху - голубник із 70 птахами . « Сидиш .",16,"Коротко розповівши про робочі будні , шахтарка запросила мене тоді до себе додому і показала єдину свою втіху - голубник із 70 птахами . « Сидиш .",16,8951230172d0.txt,"{'T11': ('шахтар', 'JOB')}","{'T11': ('шахтарка', 'JOB')}"
"У Шахтарську здається , що майже всі жителі , разом з місцевим священиком , є голубівниками .",24,"У Шахтарську здається , що майже всі жителі , разом з місцевою священицею , є голубівниками .",24,8951230172d0.txt,"{'T14': ('священиком', 'JOB')}","{'T14': ('священицею', 'JOB')}"
"Таксист Сергій Тахненко , примічаючи у мене птахів , одразу міниться на виду .",26,"Таксистка Наталя Тахненко , примічаючи у мене птахів , одразу міниться на виду .",26,8951230172d0.txt,"{'T15': ('Таксист', 'JOB')}","{'T15': ('Таксистка', 'JOB')}"
Цей колишній шахтар тримає голубів з п’яти років .,28,Ця колишня шахтарка тримає голубів з п’яти років .,28,8951230172d0.txt,"{'T17': ('шахтар', 'JOB')}","{'T17': ('шахтарка', 'JOB')}"
Шахтареві-пенсіонеру Ігорю Шемякіну теж пощастило - дружина Олена цікавиться птахами . « У нас точнісінько як у фільмі “ Любов і голуби ” .,57,Шахтарці-пенсіонерці Ірині Шемякіній теж пощастило - чоловік Роман цікавиться птахами . « У нас точнісінько як у фільмі “ Любов і голуби ” .,57,8951230172d0.txt,"{'T27': ('Шахтареві', 'JOB')}","{'T27': ('Шахтарці', 'JOB')}"
На державному підприємстві 2600 працівників .,114,На державному підприємстві 2600 працівниць .,114,8951230172d0.txt,"{'T49': ('працівників', 'JOB')}","{'T49': ('працівниць', 'JOB')}"
"На жаль , так воно є » , - розповідає директор « Глибокої » Шаміль Мамлєєв .",136,"На жаль , так воно є » , - розповідає директорка « Глибокої » Галина Мамлєєва .",136,8951230172d0.txt,"{'T52': ('директор', 'JOB')}","{'T52': ('директорка', 'JOB')}"
"Птахи в цих краях зрівнюють робітника-нелегала й президента . « Голубиний світ нічим не відрізняються від людського , - каже Мамлєєв . - Воркують , штовхаються , заклювати своїх можуть .",140,"Птахи в цих краях зрівнюють робітницю-нелегалку й президентку . «Голубиний світ нічим не відрізняється від людського , - каже Мамлєєва . - Воркують , штовхаються , заклювати своїх можуть .",140,8951230172d0.txt,"{'T56': ('робітника-нелегала', 'JOB'), 'T57': ('президента', 'JOB')}","{'T56': ('робітницю-нелегалку', 'JOB'), 'T57': ('президентку', 'JOB')}"
Переможні битви війська Богдана Хмельницького у національно-визвольній боротьбі українського народу в XVII ст . Визвольну війну українського народу проти панування Польщі в XVII ст . очолив гетьман Богдан Хмельницький .,0,Переможні битви війська Богдани Хмельницької у національно-визвольній боротьбі українського народу в XVII ст . Визвольну війну українського народу проти панування Польщі в XVII ст . очолила гетьманша Богдана Хмельницька .,0,b87576a7425a.txt,"{'T6': ('гетьман', 'JOB')}","{'T6': ('гетьманша', 'JOB')}"
"Одночасною атакою головних сил Б . Хмельницького і загону М . Кривоноса було розгромлене , а коронні гетьмани М . Потоцький та М . Калиновський опинились у полоні .",6,"Одночасною атакою головних сил З . Хмельницької і загону О . Кривонос було розгромлене , а коронні гетьманші М . Потоцька та М . Калиновська опинились у полоні .",6,b87576a7425a.txt,"{'T19': ('коронні гетьмани', 'JOB')}","{'T19': ('коронні гетьманші', 'JOB')}"
"Вона складається із представників різних професій , спеціальностей , соціальних верств : від прибиральника — до генерального директора , але всі вони мають бути однодумцями , сповідувати в рамках своєї виробничої діяльності одні й ті самі принципи та цінності .",16,"Вона складається із представників різних професій , спеціальностей , соціальних верств : від прибиральниці — до генеральної директорки , але всі вони мають бути однодумицями , сповідувати в рамках своєї виробничої діяльності одні й ті самі принципи та цінності .",16,06d78909a7ab.txt,"{'T2': ('прибиральника', 'JOB'), 'T3': ('генерального директора', 'JOB')}","{'T2': ('прибиральниці', 'JOB'), 'T3': ('генеральної директорки', 'JOB')}"
Міський голова Михайло Сімашкевич пообіцяв провести моніторинг цін в аптеках за участю податкової інспекції .,10,Міська голова Тетяна Сімашкевич пообіцяла провести моніторинг цін в аптеках за участю податкової інспекції .,10,232be2c6b5c2.txt,"{'T6': ('Міський голова', 'JOB')}","{'T6': ('Міська голова', 'JOB')}"
"На підставі цих даних міський голова надіслав лист в . о . начальника Державної інспекції контролю за цінами у Хмельницькій області Дмитру Ягодину з проханням включити до плану перевірок суб’єктів господарювання , які здійснюють підприємницьку діяльність в аптеках у різних мікрорайонах міста , і залучити при їх проведенні працівників управління економіки міської ради .",17,"На підставі цих даних міська голова надіслала лист в . о . начальниці Державної інспекції контролю за цінами у Хмельницькій області Ользі Ягодині з проханням включити до плану перевірок суб’єктів господарювання , які здійснюють підприємницьку діяльність в аптеках у різних мікрорайонах міста , і залучити при їх проведенні працівниць управління економіки міської ради .",17,232be2c6b5c2.txt,"{'T14': ('міський голова', 'JOB'), 'T15': ('в . о . начальника', 'JOB')}","{'T14': ('міська голова', 'JOB'), 'T15': ('в . о . начальниці', 'JOB')}"
"Коли мова йде про окремі продовольчі товари , то , як зазначив заступник начальника управління економіки Сергій Цвяк , на них гранична надбавка встановлена на рівні 10-15 % .",20,"Коли мова йде про окремі продовольчі товари , то , як зазначила заступниця начальника управління економіки Ніна Цвяк , на них гранична надбавка встановлена на рівні 10-15 %.",20,232be2c6b5c2.txt,"{'T19': ('заступник начальника', 'JOB')}","{'T19': ('заступниця начальника', 'JOB')}"
"Херсонщина втратила талановитого журналіста , письменника , публіциста , першого і поки що єдиного лауреата всеукраїнської премії ім . І . Франка у галузі інформаційної діяльності .",0,"Херсонщина втратила талановиту журналістку , письменницю , публіцистку , першу і поки що єдину лауреатку всеукраїнської премії ім . І . Франка у галузі інформаційної діяльності .",0,2846bf1d66a8.txt,"{'T2': ('журналіста', 'JOB'), 'T3': ('письменника', 'JOB'), 'T4': ('публіциста', 'JOB')}","{'T2': ('журналістку', 'JOB'), 'T3': ('письменницю', 'JOB'), 'T4': ('публіцистку', 'JOB')}"
"Всяке бувало , але редактор олешківської міськрайонки ніколи і ні перед ким не стояв на колінах !",5,"Всяке було , але редакторка олешківської міськрайонки ніколи і ні перед ким не стояла на колінах !",5,2846bf1d66a8.txt,"{'T7': ('редактор', 'JOB')}","{'T7': ('редакторка', 'JOB')}"
Після публікації над Борисом Прищепою і тодішнім редактором Петром Прядкою влаштували компартійне судилище .,9,Після публікації над Оленою Прищепою і тодішньою редакторкою Мариною Прядкою влаштували компартійне судилище .,9,2846bf1d66a8.txt,"{'T15': ('редактором', 'JOB')}","{'T15': ('редакторкою', 'JOB')}"
За захистом честі й гідності автор « крамоли » дійшов до суду — такого « зухвальства » з боку журналістів досі не дозволяв собі в області ніхто !,13,За захистом честі й гідності авторка « крамоли » дійшла до суду — такого « зухвальства » з боку журналісток досі не дозволяв собі в області ніхто !,13,2846bf1d66a8.txt,"{'T19': ('журналістів', 'JOB')}","{'T19': ('журналісток', 'JOB')}"
"Навіть після таких « виховних методів » журналіст не зламався , не виїхав світ за очі від своїх « вихователів » , бо , казав , « душа моя тут — серед річок , заплав , плавнів , лісу , й змінювати стиль життя , тим більш зраджувати поклику душі , я не хочу … » .",15,"Навіть після таких « виховних методів » журналістка не зламалася , не виїхала світ за очі від своїх « вихователів » , бо , казала , « душа моя тут — серед річок , заплав , плавнів , лісу , й змінювати стиль життя , тим більш зраджувати поклику душі , я не хочу … » .",15,2846bf1d66a8.txt,"{'T20': ('журналіст', 'JOB')}","{'T20': ('журналістка', 'JOB')}"
"Високий стілець біля великого червоного ростера — робоче місце Юлії Сайчук , чинної чемпіонки України серед обсмажувальників .",6,"Високий стілець біля великого червоного ростера — робоче місце Андрія Сайчука , чинного чемпіона України серед обсмажувальників .",6,3ba7ca929d68.txt,"{'T3': ('обсмажувальників', 'JOB')}","{'T3': ('обсмажувальників', 'JOB')}"
Натомість спершу довго працювала бариста .,20,Натомість спершу довго працював баристою .,20,3ba7ca929d68.txt,"{'T9': ('бариста', 'JOB')}","{'T9': ('баристою', 'JOB')}"
"Підсмикнувши вузькі штани так високо , що аж ставало видно підтяжки шовкових шкарпеток , і намагаючись не дивитись , на що перетворюються ще годину тому лискучі , напуцовані шкіряні черевики з вузькими носаками і вставками з сукна , доктор Анґер сидів на краєчку високого пня і , зачаровано стежачи за Петровими рухами , розповідав про дружину .",5,"Підсмикнувши вузькі штани так високо , що аж ставало видно підтяжки шовкових шкарпеток , і намагаючись не дивитись , на що перетворюються ще годину тому лискучі , напуцовані шкіряні черевики з вузькими носаками і вставками з сукна , докторка Анґер сиділа на краєчку високого пня і , зачаровано стежачи за Марининими рухами , розповідала про чоловіка .",5,0ac5140eb732.txt,"{'T3': ('доктор', 'JOB')}","{'T3': ('докторка', 'JOB')}"
"Доктора вже кілька років немає на світі , а мармурова Тереза солодко спить серед подушок і перин на своєму камінному ложі під пірамідальними липами цвинтаря .",12,"Докторки вже кілька років немає на світі , а мармуровий Олексій солодко спить серед подушок і перин на своєму камінному ложі під пірамідальними липами цвинтаря .",12,0ac5140eb732.txt,"{'T7': ('Доктора', 'JOB')}","{'T7': ('Докторки', 'JOB')}"
"Аделя під час його приходів усе мусила бути десь поруч : то пива підливала їм із доктором Анґером до кухлів , то приносила смажений згливілий сир , начинювані яйця і канапки з язиком чи сомом — що в домі було найкращого .",27,"Аделя під час його приходів усе мусила бути десь поруч : то пива підливала їм із докторкою Анґер до кухлів , то приносила смажений згливілий сир , начинювані яйця і канапки з язиком чи сомом — що в домі було найкращого .",27,0ac5140eb732.txt,"{'T13': ('доктором', 'JOB')}","{'T13': ('докторкою', 'JOB')}"
"Всім своїм видом показувала роздратування , а коли пан доктор запитували , у чому ж річ , чому я не в гуморі , це викликало у мене таке бурхливе обурення і могутні емоції ( адже ж не могла я прямо відповісти на це запитання ) , що я не витримувала , виходила зі світлиці : засліплена , зла , самотня , розірвана на частини своїми жалями , любов’ю , образою .",32,"Всім своїм видом показувала роздратування , а коли пані докторка запитувала , у чому ж річ , чому я не в гуморі , це викликало у мене таке бурхливе обурення і могутні емоції ( адже ж не могла я прямо відповісти на це запитання ) , що я не витримувала , виходила зі світлиці : засліплена , зла , самотня , розірвана на частини своїми жалями , любов’ю , образою .",32,0ac5140eb732.txt,"{'T17': ('доктор', 'JOB')}","{'T17': ('докторка', 'JOB')}"
"Незабаром прийшли НКВД-исти та « зрівняли » євангеликів у правах з папістами , бо фізично ліквідували і тих , і інших .",3,"Незабаром прийшли НКВД-истки та « зрівняли » євангеликів у правах з папістами , бо фізично ліквідували і тих , і інших .",3,b576ac602665.txt,"{'T7': ('НКВД-исти', 'JOB')}","{'T7': ('НКВД-истки', 'JOB')}"
"Так , римський католицизм не прийняв 6 - ї тези Лютера : « Папа не може забрати жодної провини , він може оголосити та показати , що Бог їх забрав » .",18,"Так , римський католицизм не прийняв 6 - ї тези Лютера : « Папа не може забрати жодної провини , він може оголосити та показати , що Бог їх забрав » .",18,b576ac602665.txt,"{'T23': ('Папа', 'JOB')}","{'T23': ('Папа', 'JOB')}"
Минулого тижня депутати прийняли за основу підготовлений Мінфіном проект відповідних правок до Податкового кодексу ( законопроект № 2029 ) .,2,Минулого тижня депутатки прийняли за основу підготовлений Мінфіном проект відповідних правок до Податкового кодексу ( законопроект № 2029 ) .,2,b84c8a869b51.txt,"{'T2': ('депутати', 'JOB')}","{'T2': ('депутатки', 'JOB')}"
"Мати хвилюється , бо Сава не привіз друга-боярина , на галицькому діалекті - дружбу ; довелося авралом шукати когось із місцевих , випадкові люди з наших організацій , щоправда , допомогли , із священиком домовлено .",7,"Мати хвилюється , бо Світлана не привезла друга-боярина , на галицькому діалекті - дружбу ; довелося авралом шукати когось із місцевих , випадкові люди з наших організацій , щоправда , допомогли , із священицею домовлено .",7,937c38344fdf.txt,"{'T7': ('священиком', 'JOB')}","{'T7': ('священицею', 'JOB')}"
"Може , він двужон і в останню хвилю до церкви прибіжить якась розпатлана й заплакана молода пані з дитиною на руках , кинеться їй і Саві в ноги , буде просити й заклинати його відступитися , покинути Іванку іменем їхнього спільного дитяти , шлюб не відбудеться ; Сава , забравши на руки сина , щезне назавжди , востаннє міряючи Іванку розпачливим поглядом смертельно пораненого гладіатора ...",13,"Може , вона двужонка і в останню хвилю до церкви прибіжить якийсь розпатланий й заплачений молодий пан з дитиною на руках , кинеться їй і Саві в ноги , буде просити й заклинати її відступитися , покинути Іванку іменем їхнього спільного дитяти , шлюб не відбудеться ; Сава , забравши на руки дочку , щезне назавжди , востаннє міряючи Іванку розпачливим поглядом смертельно пораненого гладіатора ...",13,937c38344fdf.txt,"{'T17': ('гладіатора', 'JOB')}","{'T17': ('гладіатора', 'JOB')}"
"Ритуальні рухи священика , шлюбні корони на головах молодят , во ім'я отця і сина , Савина права вилиця ледь посмикується , і не покину тебе до смерті , після цих слів Савиним тілом пробіг морозець , нарікаю вас мужем і жоною , що з'єднав Господь , хай люди не розлучають ...",22,"Ритуальні рухи священиці , шлюбні корони на головах молодят , во ім'я отця і сина , Савина права вилиця ледь посмикується , і не покину тебе до смерті , після цих слів Савиним тілом пробіг морозець , нарікаю вас мужем і жоною , що з'єднав Господь , хай люди не розлучають ...",22,937c38344fdf.txt,"{'T22': ('священика', 'JOB')}","{'T22': ('священиці', 'JOB')}"
Устократ ріднішим стає для неї після цих слів священика дивний чорнобородий степовик .,25,Устократ ріднішим стає для неї після цих слів священиці дивний чорнобородий степовик .,25,937c38344fdf.txt,"{'T27': ('священика', 'JOB')}","{'T27': ('священиці', 'JOB')}"
"Долучилися до заходу заступник голови райдержадміністрації Сергій Білецький , начальник управління фінансів Тамара Матяш , начальник відділу освіти Микола Каськів , директори загальноосвітніх шкіл I-III ступенів , опорних шкіл та навчально-виховних об’єднань .",1,"Долучилися до заходу заступниця голови райдержадміністрації Марина Білецька , начальниця управління фінансів Тамара Матяш , начальниця відділу освіти Валерія Каськів , директорки загальноосвітніх шкіл I-III ступенів , опорних шкіл та навчально-виховних об’єднань .",1,c0c436cc9cb6.txt,"{'T1': ('заступник голови райдержадміністрації', 'JOB'), 'T3': ('начальник управління фінансів', 'JOB'), 'T5': ('начальник відділу освіти', 'JOB'), 'T7': ('директори', 'JOB')}","{'T1': ('заступниця голови райдержадміністрації', 'JOB'), 'T3': ('начальниця управління фінансів', 'JOB'), 'T5': ('начальниця відділу освіти', 'JOB'), 'T7': ('директорки', 'JOB')}"
"За словами заступника голови РДА , школи Бориспільського району — перші в Київській області , які набули статусу розпорядників коштів .",7,"За словами заступниці голови РДА , школи Бориспільського району — перші в Київській області , які набули статусу розпорядників коштів .",7,c0c436cc9cb6.txt,"{'T10': ('заступника голови', 'JOB')}","{'T10': ('заступниці голови', 'JOB')}"
