original_sentence,orig_sent_id,changed_sentence,changed_sent_id,original_file_name,orig_ann,changed_ann
"Якби місцева преса не була під каблуком “ місцевих чиновників , суспільство не мало б такого розгулу корупції .",25,"Якби місцева преса не була під каблуком “ місцевих чиновниць , суспільство не мало б такого розгулу корупції .",25,561acef3f531.txt,"{'T6': ('чиновників', 'JOB')}","{'T6': ('чиновниць', 'JOB')}"
"Чому нам , журналістам , болить , що в разі закриття невеликих видань , нікому буде проводити державницьку політику в Україні у багатьох населених пунктах ?",28,"Чому нам , журналісткам , болить , що в разі закриття невеликих видань , нікому буде проводити державницьку політику в Україні у багатьох населених пунктах ?",28,561acef3f531.txt,"{'T8': ('журналістам', 'JOB')}","{'T8': ('журналісткам', 'JOB')}"
Нас розглядають як повноцінних підприємців .,40,Нас розглядають як повноцінних підприємниць .,40,561acef3f531.txt,"{'T14': ('підприємців', 'JOB')}","{'T14': ('підприємниць', 'JOB')}"
"Не можу не сказати й про приниження , яких зазнавали журналісти .",48,"Не можу не сказати й про приниження , яких зазнавали журналістки .",48,561acef3f531.txt,"{'T15': ('журналісти', 'JOB')}","{'T15': ('журналістки', 'JOB')}"
"Чиновник , приходячи до влади , вважав , що знає , як вивести район у передові , а про що писати в газеті — тим більше .",49,"Чиновниця , приходячи до влади , вважала , що знає , як вивести район у передові , а про що писати в газеті — тим більше .",49,561acef3f531.txt,"{'T16': ('Чиновник', 'JOB')}","{'T16': ('Чиновниця', 'JOB')}"
Найважчим випробуванням для всіх моїх колег було матвійчукове правління на посаді голови облдержадміністрації .,55,Найважчим випробуванням для всіх моїх колег було матвійчукове правління на посаді голови облдержадміністрації .,55,561acef3f531.txt,"{'T18': ('голови', 'JOB')}","{'T18': ('голови', 'JOB')}"
"За вказівкою Матвійчука з посади редактора Ананьївської районки зняли досвідченого журналіста Миколу Северина тільки за те , що надрукував листа дядька про те , що йому важко живеться .",59,"За вказівкою Матвійчука з посади редакторки Ананьївської районки зняли досвідчену журналістку Ірину Северин тільки за те , що надрукувала листа дядька про те , що йому важко живеться .",59,561acef3f531.txt,"{'T22': ('редактора', 'JOB'), 'T24': ('журналіста', 'JOB')}","{'T22': ('редакторки', 'JOB'), 'T24': ('журналістку', 'JOB')}"
"Голова райради не став на його захист , а не так давно його самого активісти вкинули у сміттєвий бак .",60,"Голова райради не стала на її захист , а не так давно її саму активісти вкинули у сміттєвий бак .",60,561acef3f531.txt,"{'T26': ('Голова', 'JOB')}","{'T26': ('Голова', 'JOB')}"
"Восени , коли у Києві побили студентів і зібрався величезний майдан , він вирішив звільнитися з війська , щоби долучитися до майданівців .",38,"Восени , коли у Києві побили студенток і зібрався величезний майдан , він вирішив звільнитися з війська , щоби долучитися до майданівців .",38,257fca043205.txt,"{'T12': ('студентів', 'JOB')}","{'T12': ('студенток', 'JOB')}"
"Загальне збурення старших сприймалося як належне , бо ще навесні були інші хвилювання , всі тільки про це й говорили : помер Сталін , дехто плакав - наприклад , вихователька в дитсадку , продавчиня в хлібному на розі .",82,"Загальне збурення старших сприймалося як належне , бо ще навесні були інші хвилювання , всі тільки про це й говорили : помер Сталін , дехто плакав - наприклад , вихователь у дитсадку , продавець в хлібному на розі .",82,fabc18a7d8fd.txt,"{'T18': ('вихователька', 'JOB'), 'T19': ('продавчиня', 'JOB')}","{'T18': ('вихователь', 'JOB'), 'T19': ('продавець', 'JOB')}"
"Значний внесок у розвиток органічної хімії зробили німецькі хіміки А . Кекуле і А . Кольбе , а також шотландський хімік А . Купер .",0,"Значний внесок у розвиток органічної хімії зробили німецькі хімікині А . Кекуле і А . Кольбе , а також шотландська хімікиня А . Купер .",0,4b1efc986bb8.txt,"{'T1': ('хіміки', 'JOB'), 'T4': ('хімік', 'JOB')}","{'T1': ('хімікині', 'JOB'), 'T4': ('хімікиня', 'JOB')}"
Свій подальший розвиток теорія будови органічних сполук отримала в працях голландського хіміка Я . Вант-Гоффа і французького хіміка Ж . - А . Ле Беля .,33,Свій подальший розвиток теорія будови органічних сполук отримала в працях голландської хімікині Я . Вант-Гофф і французької хімікині Ж . - А . Ле Бель .,33,4b1efc986bb8.txt,"{'T15': ('хіміка', 'JOB'), 'T17': ('хіміка', 'JOB')}","{'T15': ('хімікині', 'JOB'), 'T17': ('хімікині', 'JOB')}"
"Багато відкриттів в органічній хімії пов'язані з іменами українських учених — С . М . Реформатського , В . П . Яворського , І . Я . Горбачевського , О . В . Богатського , І . К . Мацуревича , А . І . Кіпріанова та ін .",39,"Багато відкриттів в органічній хімії пов'язані з іменами українських учених — С . М . Реформатської , В . П . Яворської , І . Я . Горбачевської , О . В . Богатської , І . К . Мацуревич , А . І . Кіпріанової та ін .",39,4b1efc986bb8.txt,"{'T20': ('учених', 'JOB')}","{'T20': ('учених', 'JOB')}"
Явище ізомерії відкрив у 1823 р . німецький хімік Ю . Лібіх .,69,Явище ізомерії відкрила у 1823 р . німецька хімікиня Тетяна Лібіх .,69,4b1efc986bb8.txt,"{'T32': ('хімік', 'JOB')}","{'T32': ('хімікиня', 'JOB')}"
"Відповідно до документа , було скасовано майже всю систему заохочувальних відзнак , якими міг відзначити військовослужбовців та працівників ЗС України очільник оборонного відомства .",8,"Відповідно до документа , було скасовано майже всю систему заохочувальних відзнак , якими могла відзначити військовослужбовиць та працівниць ЗС України очільниця оборонного відомства .",8,9df8bcf8e17e.txt,"{'T4': ('військовослужбовців', 'JOB'), 'T6': ('очільник', 'JOB')}","{'T4': ('військовослужбовиць', 'JOB'), 'T6': ('очільниця', 'JOB')}"
"А протягом цього часу , Міністр оборони України відзначав кращих військовослужбовців та працівників ЗС України лише відзнаками « Вогнепальна зброя » та « Холодна зброя » , а також грамотами і подяками , які передбачено Дисциплінарним статутом , а отже вимоги президентського указу на них не поширювались .",14,"А протягом цього часу , Міністерка оборони України відзначала кращих військовослужбовиць та працівниць ЗС України лише відзнаками « Вогнепальна зброя » та « Холодна зброя » , а також грамотами і подяками , які передбачено Дисциплінарним статутом , а отже вимоги президентського указу на них не поширювались .",14,9df8bcf8e17e.txt,"{'T8': ('Міністр оборони України', 'JOB'), 'T9': ('військовослужбовців', 'JOB')}","{'T8': ('Міністерка оборони України', 'JOB'), 'T9': ('військовослужбовиць', 'JOB')}"
"І лише цього року справа все ж була доведена до логічного завершення , коли нові нагороди затвердив особисто Міністр оборони України .",18,"І лише цього року справа все ж була доведена до логічного завершення , коли нові нагороди затвердила особисто Міністерка оборони України .",18,9df8bcf8e17e.txt,"{'T16': ('Міністр оборони України', 'JOB')}","{'T16': ('Міністерка оборони України', 'JOB')}"
"Так , було розроблено та погоджено з комісією Державних нагород та геральдики при Президентові України нові медалі та нагрудні знаки , які може отримати військовослужбовець за зразкове виконання свого службового обов’язку .",20,"Так , було розроблено та погоджено з комісією Державних нагород та геральдики при Президентові України нові медалі та нагрудні знаки , які може отримати військовослужбовиця за зразкове виконання свого службового обов’язку .",20,9df8bcf8e17e.txt,"{'T18': ('військовослужбовець', 'JOB')}","{'T18': ('військовослужбовиця', 'JOB')}"
"Так , чим сьогодні може відзначати професійні здобутки людей у погонах Міністр оборони України ?",22,"Так , чим сьогодні може відзначати професійні здобутки людей у погонах Міністерка оборони України ?",22,9df8bcf8e17e.txt,"{'T19': ('Міністр оборони України', 'JOB')}","{'T19': ('Міністерка оборони України', 'JOB')}"
"Сьогодні , у розпорядженні Міністра оборони України є подяка , грамота та почесна грамота , якими він може відзначати як цивільних так і військових .",24,"Сьогодні , у розпорядженні Міністерки оборони України є подяка , грамота та почесна грамота , якими вона може відзначати як цивільних так і військових .",24,9df8bcf8e17e.txt,"{'T20': ('Міністра оборони України', 'JOB')}","{'T20': ('Міністерки оборони України', 'JOB')}"
"Указом президента було встановлено і діаметр медалі — 32 мм , розмір прямокутної колодки до медалі — 28 x42 мм .",29,"Указом президентки було встановлено і діаметр медалі — 32 мм , розмір прямокутної колодки до медалі — 28 x42 мм .",29,9df8bcf8e17e.txt,"{'T30': ('президента', 'JOB')}","{'T30': ('президентки', 'JOB')}"
"Далі , сьогодні очільник оборонного відомства має у своєму розпорядженні три нагрудні знаки : « За військову доблесть » , « За зразкову службу » та « Знак пошани » які , за змістом , схожі на своїх попередників , усім добре знайомі відзнаки , « Доблесть і честь » , « За зразкову службу у Збройних Силах України » та « Знак пошани » .",31,"Далі , сьогодні очільниця оборонного відомства має у своєму розпорядженні три нагрудні знаки : « За військову доблесть » , « За зразкову службу » та « Знак пошани » , які , за змістом , схожі на своїх попередників , усім добре знайомі відзнаки , « Доблесть і честь » , « За зразкову службу у Збройних Силах України » та « Знак пошани » .",31,9df8bcf8e17e.txt,"{'T35': ('очільник', 'JOB')}","{'T35': ('очільниця', 'JOB')}"
"Але нові відзнаки відрізняються від скасованих не лише назвою , а й виглядом та розмірами , адже Указом Президента встановлено , що тепер розмір нагрудного знака не може перевищувати 45 мм .",33,"Але нові відзнаки відрізняються від скасованих не лише назвою , а й виглядом та розмірами , адже Указом Президентки встановлено , що тепер розмір нагрудного знака не може перевищувати 45 мм .",33,9df8bcf8e17e.txt,"{'T43': ('Президента', 'JOB')}","{'T43': ('м Президен', 'JOB')}"
"У тих далеких очеретах уже цієї осені ми сидітимемо три дні , ховаючись від поліцаїв .",81,"У тих далеких очеретах уже цієї осені ми сидітимемо три дні , ховаючись від поліцайок .",81,3f4bafb349ae.txt,"{'T7': ('поліцаїв', 'JOB')}","{'T7': ('поліцайок', 'JOB')}"
"I там , і там його пам'ятали в обласних та районних УТМР , де письменник оформляв дозвіл на полювання , знаходилися свідки й серед мисливців на місцях .",10,"I там , і там її пам'ятали в обласних та районних УТМР , де письменниця оформляла дозвіл на полювання , знаходилися свідки й серед мисливиць на місцях .",10,2cc21b456aad.txt,"{'T9': ('письменник', 'JOB'), 'T10': ('мисливців', 'JOB')}","{'T9': ('письменниця', 'JOB'), 'T10': ('мисливиць', 'JOB')}"
"Письменник удосвіта здав номер , сів у машину і виїхав з території бази .",18,"Письменниця удосвіта здала номер , сіла у машину і виїхала з території бази .",18,2cc21b456aad.txt,"{'T16': ('Письменник', 'JOB')}","{'T16': ('Письменниця', 'JOB')}"
"I це одразу ж породжувало дві версії : перша – останню добу перед зникненням Чумак також провів біля води , а отже і сліди його перебування потрібно шукати на якійсь водоймі ; друга – письменник збрехав : він не ловив рибу або ж просто навмисне не називав місця свого перебування .",34,"I це одразу ж породжувало дві версії : перша – останню добу перед зникненням Чумак також провела біля води , а отже і сліди її перебування потрібно шукати на якійсь водоймі ; друга – письменниця збрехала : вона не ловила рибу або ж просто навмисне не називала місця свого перебування .",34,2cc21b456aad.txt,"{'T19': ('письменник', 'JOB')}","{'T19': ('письменниця', 'JOB')}"
"Усі , навіть хто не цікавився місцем перебування письменника , чули його задоволений голос і жарти – мова новоявленого класика була багатою .",40,"Усі , навіть хто не цікавився місцем перебування письменниці , чули її задоволений голос і жарти – мова новоявленої класикині була багатою .",40,2cc21b456aad.txt,"{'T21': ('письменника', 'JOB')}","{'T21': ('письменниці', 'JOB')}"
"Якщо брати до уваги свідчення сторожів , що її територію він залишив о пів на четверту ранку , то теоретично майже за шість годин , маючи надійну машину , по майже вільній у такі години трасі можна було проїхати не менше п'ятисот-шестисот кілометрів .",52,"Якщо брати до уваги свідчення сторожинь , що її територію вона залишила о пів на четверту ранку , то теоретично майже за шість годин , маючи надійну машину , по майже вільній у такі години трасі можна було проїхати не менше п'ятисот-шестисот кілометрів .",52,2cc21b456aad.txt,"{'T24': ('сторожів', 'JOB')}","{'T24': ('сторожинь', 'JOB')}"
"У моїй кишені ще не було посвідчення приватного детектива , що певним чином відкривало б можливості для роботи зі свідками та виконання інших слідчих дій .",64,"У моїй кишені ще не було посвідчення приватної детективки , що певним чином відкривало б можливості для роботи зі свідками та виконання інших слідчих дій .",64,2cc21b456aad.txt,"{'T32': ('приватного детектива', 'JOB')}","{'T32': ('приватної детективки', 'JOB')}"
"Це якоюсь мірою компенсувало травму , яку понесло українство з більшовицькими захопленнями сина письменника – Юрія .",47,"Це якоюсь мірою компенсувало травму , яку понесло українство з більшовицькими захопленнями сина письменниці – Юрія .",47,647a3f078f3f.txt,"{'T18': ('письменника', 'JOB')}","{'T18': ('письменниці', 'JOB')}"
"Прокурор аж позеленів від люті , але можете уявити собі , з якою вдячністю слухав ці слова я , тодішній підсудний !",92,"Прокурорка аж позеленіла від люті , але можете уявити собі , з якою вдячністю слухав ці слова я , тодішній підсудний !",92,647a3f078f3f.txt,"{'T45': ('Прокурор', 'JOB')}","{'T45': ('Прокурорка', 'JOB')}"
"Отож уявіть собі , яке творче піднесення огорнуло Михайлину й нас усіх довкола неї , коли ректор Українського католицького університету о . Борис Ґудзяк від імені усієї університетської спільноти запросив її як почесного гостя для виголошення напутнього слова до наших випускників .",120,"Отож уявіть собі , яке творче піднесення огорнуло Олександру й нас усіх довкола неї , коли ректорка Українського католицького університету о . Борис Ґудзяк від імені усієї університетської спільноти запросила її як почесну гостю для виголошення напутнього слова до наших випускників .",120,647a3f078f3f.txt,"{'T68': ('ректор', 'JOB')}","{'T68': ('ректорка', 'JOB')}"
"Слідчий , який допитував малолітнього волоцюгу , назвався Левом Натановичем .",46,"Слідча , яка допитувала малолітнього волоцюгу , назвалася Анною Натанівною .",46,e3c7064319e0.txt,"{'T8': ('Слідчий', 'JOB')}","{'T8': ('Слідча', 'JOB')}"
"Чомусь здалося - вирахують , що ніякий він не Левченко , син ворога народу , відповідального секретаря однієї з харківських газет .",52,"Чомусь здалося - вирахують , що ніяка вона не Левченко , донька ворога народу , відповідальної секретарки однієї з харківських газет .",52,e3c7064319e0.txt,"{'T13': ('секретаря', 'JOB')}","{'T13': ('секретарки', 'JOB')}"
"До Ямок від Журавки — кілометрів десять , не більше , ми висадили вчительку біля школи , вона махнула рукою на прощання , подякувала і пообіцяла — ми ще зустрінемося .",4,"До Ямок від Журавки — кілометрів десять , не більше , ми висадили вчителя біля школи , він махнув рукою на прощання , подякував і пообіцяв — ми ще зустрінемося .",4,e023d6d6f1a3.txt,"{'T5': ('вчительку', 'JOB')}","{'T5': ('вчителя', 'JOB')}"
"Побачивши , що дільничний привіз із собою ще кількох людей у формі , один із яких до всього — начальник районної міліції , селищний голова , плюгавенький дядько Назар Пилипчук , який постійно вставляв , де треба й де не треба , фразу « пане-товаришу » , спочатку помітно перелякався , потім — просто на наших очах заспокоївся , випнув миршаві груди колесом , обсмикнув на собі піджак .",8,"Побачивши , що дільнична привезла із собою ще кількох людей у формі , одна із яких до всього — начальниця районної міліції , селищна голова , плюгавенька тітка Надія Пилипчук , яка постійно вставляла , де треба й де не треба , фразу « пані-товаришу » , спочатку помітно перелякалася , потім — просто на наших очах заспокоїлася , випнула миршаві груди колесом , обсмикнула на собі піджак .",8,e023d6d6f1a3.txt,"{'T6': ('дільничний', 'JOB'), 'T7': ('селищний голова', 'JOB')}","{'T6': ('дільнична', 'JOB'), 'T7': ('селищна голова', 'JOB')}"
"Близько години Калязін проводив бесіду з ним і з нагально скликаним селищним активом , а потім голова особисто пройшовся з нами від хати до хати .",10,"Близько години Калязіна проводила бесіду з ним і з нагально скликаним селищним активом , а потім голова особисто пройшлась з нами від хати до хати .",10,e023d6d6f1a3.txt,"{'T11': ('голова', 'JOB')}","{'T11': ('голова', 'JOB')}"
"Утім , і це питання селищний голова взявся вирішити : солдата-водія покладе спати до себе , там , у дворі , можна було залишити і « віліс » , а нас із « паном-товаришем » полковником прилаштував на нічліг до вдови , чия хата стояла майже на краю Ямок .",30,"Утім , і це питання селищна голова взялася вирішити : солдатку-водійку покладе спати до себе , там , у дворі , можна було залишити і « віліс » , а нас із « пані-товаришкою » полковницею прилаштувала на нічліг до вдови , чия хата стояла майже на краю Ямок .",30,e023d6d6f1a3.txt,"{'T18': ('селищний голова', 'JOB')}","{'T18': ('селищна голова', 'JOB')}"
"У дільничного посиділи добре , на той час Калязін навіть дозволив собі та іншим забути , що він — товариш полковник , цю його манеру я ще з фронту пам’ятаю .",34,"У дільничної посиділи добре , на той час Калязіна навіть дозволила собі та іншим забути , що вона — товаришка полковниця , цю її манеру я ще з фронту пам’ятаю .",34,e023d6d6f1a3.txt,"{'T22': ('дільничного', 'JOB')}","{'T22': ('дільничної', 'JOB')}"
"Спочатку селищний голова , без якого вечеря не обійшлася , намагався в нашу розмову вставити свої п’ять копійок .",36,"Спочатку селищна голова , без якої вечеря не обійшлася , намагалася в нашу розмову вставити свої п’ять копійок .",36,e023d6d6f1a3.txt,"{'T24': ('селищний голова', 'JOB')}","{'T24': ('селищна голова', 'JOB')}"
"На відміну від них , дільничний не ховався і , як мені здалося , нікого особливо не боявся .",52,"На відміну від них , дільнична не ховалася і , як мені здалося , нікого особливо не боялася .",52,e023d6d6f1a3.txt,"{'T32': ('дільничний', 'JOB')}","{'T32': ('дільнична', 'JOB')}"
"На це Калязін відповів — сам проконтролює , теж обійняв дільничного , правда , не так міцно , як я , — пам’ятав про субординацію навіть у такому стані .",58,"На це Калязін відповів — сам проконтролює , теж обійняв дільничну , правда , не так міцно , як я , — пам’ятав про субординацію навіть у такому стані .",58,e023d6d6f1a3.txt,"{'T36': ('дільничного', 'JOB')}","{'T36': ('дільничну', 'JOB')}"
"А вже за годину , коли вдова поклала нам на підлозі дві великі перини , дві подушки та вибиті ковдри й залишила відпочивати , я переконався : мій колишній командир і теперішній начальник багато про що пам’ятає .",60,"А вже за годину , коли вдова поклала нам на підлозі дві великі перини , дві подушки та вибиті ковдри й залишила відпочивати , я переконався : моя колишня командирка і теперішня начальниця багато про що пам’ятає .",60,e023d6d6f1a3.txt,"{'T38': ('начальник', 'JOB')}","{'T38': ('начальниця', 'JOB')}"
"Цього разу вигляд у нього був набагато кращий , ніж зазвичай : він поголився , причепурився і навіть напахнився хорошим одеколоном — ну просто тобі менеджер середньої ланки у невеликій фірмі .",38,"Цього разу вигляд у неї був набагато кращий , ніж зазвичай : вона поголилася , причепурилася і навіть напахтилася хорошим одеколоном — ну просто тобі менеджерка середньої ланки у невеликій фірмі .",38,f4ca58272dbf.txt,"{'T19': ('менеджер', 'JOB')}","{'T19': ('менеджерка', 'JOB')}"
"Роман абсолютно не орієнтувався на місцевості , тому ходили навмання , але дуже обережно , як розвідники у ворожому тилу .",44,"Ольга абсолютно не орієнтувалася на місцевості , тому ходили навмання , але дуже обережно , як розвідниці у ворожому тилу .",44,f495f41dfa02.txt,"{'T42': ('розвідники', 'JOB')}","{'T42': ('розвідниці', 'JOB')}"
"У письмових джерелах Петриківка вперше згадується в листі кошового отамана Петра Калнишевського митрополитові Київському , де він просить дозволу перенести сюди Свято-Георгіївську церкву з сусіднього села , що постійно страждало від повеней .",72,"У письмових джерелах Петриківка вперше згадується в листі кошової отаманки Анни Калнишевської митрополитці Київській , де вона просить дозволу перенести сюди Свято-Георгіївську церкву з сусіднього села , що постійно страждало від повеней .",72,18ec3aea7ed7.txt,"{'T26': ('кошового отамана', 'JOB')}","{'T26': ('кошової отаманки', 'JOB')}"
"Через 52 роки він відродив її , написавши портрет отамана .",83,"Через 52 роки він відродив її , написавши портрет отаманки .",83,18ec3aea7ed7.txt,"{'T35': ('отамана', 'JOB')}","{'T35': ('отаманки', 'JOB')}"
Художники живуть у великому чистому будинку .,113,Художниці живуть у великому чистому будинку .,113,18ec3aea7ed7.txt,"{'T47': ('Художники', 'JOB')}","{'T47': ('Художниці', 'JOB')}"
Художник створив портретний образ Кобзаря в емблемі видавництва « Дніпро » .,38,Художниця створила портретний образ Тетяни в емблемі видавництва « Дніпро » .,38,5710814a4a84.txt,"{'T46': ('Художник', 'JOB')}","{'T46': ('Художниця', 'JOB')}"
Він робить карколомну політичну кар’єру і під час революції 1848 року стає президентом австрійського парламенту .,22,Вона робить карколомну політичну кар’єру і під час революції 1848 року стає президенткою австрійського парламенту .,22,b3c847570902.txt,"{'T26': ('президентом австрійського парламенту', 'JOB')}","{'T26': ('президенткою австрійського парламенту', 'JOB')}"
"Зрештою , отаман кричить і всі поволі вилазять на берег .",86,"Зрештою , отаманка кричить і всі поволі вилазять на берег .
",43,52049bc57554.txt,"{'T1': ('отаман', 'JOB')}","{'T1': ('отаманка', 'JOB')}"
"Міліціонер уже вдяг свої сині галіфе , курить « Біломор » і скоса зазирає на мій малюнок .",144,"Міліціонерка вже вдягла свої сині галіфе , курить « Біломор » і скоса зазирає на мій малюнок .
",72,52049bc57554.txt,"{'T6': ('Міліціонер', 'JOB')}","{'T6': ('Міліціонерка', 'JOB')}"
"- Вона в аркуш не влізе , - резюмує міліціонер .",156,"- Вона в аркуш не влізе , - резюмує міліціонерка .
",78,52049bc57554.txt,"{'T10': ('міліціонер', 'JOB')}","{'T10': ('міліціонерка', 'JOB')}"
- А ти що - підглядав ? - питає міліціонер .,166,"- А ти що - підглядав ? - питає міліціонерка .
",83,52049bc57554.txt,"{'T12': ('міліціонер', 'JOB')}","{'T12': ('міліціонерка', 'JOB')}"
"- Ну , ну , - поблажливо похитує міліціонер головою .",172,"- Ну , ну , - поблажливо похитує міліціонерка головою .
",86,52049bc57554.txt,"{'T13': ('міліціонер', 'JOB')}","{'T13': ('міліціонерка', 'JOB')}"
Та міліціонер спиняє .,186,"Та міліціонерка спиняє .
",93,52049bc57554.txt,"{'T14': ('міліціонер', 'JOB')}","{'T14': ('міліціонерка', 'JOB')}"
"Поміж них були лікар , рок-співак , театральний режисер , архітектор , фахівець із IT , спортсмен , декілька художників та бізнесменів .",17,"Поміж них були лікарка , рок-співачка , театральна режисерка , архітекторка , фахівчиня із IT , спортсменка , декілька художниць та бізнесвумен .",17,bd86f567c746.txt,"{'T13': ('лікар', 'JOB'), 'T14': ('рок-співак', 'JOB'), 'T15': ('театральний режисер', 'JOB'), 'T16': ('архітектор', 'JOB'), 'T17': ('фахівець із IT', 'JOB'), 'T18': ('спортсмен', 'JOB'), 'T19': ('художників', 'JOB'), 'T20': ('бізнесменів', 'JOB')}","{'T13': ('лікарка', 'JOB'), 'T14': ('рок-співачка', 'JOB'), 'T15': ('театральна режисерка', 'JOB'), 'T16': ('архітекторка', 'JOB'), 'T17': ('фахівчиня із IT', 'JOB'), 'T18': ('спортсменка', 'JOB'), 'T19': ('художниць', 'JOB'), 'T20': ('бізнесвумен', 'JOB')}"
"Навряд чи будь-яке інше місто в Україні може похвалитися , що було батьківщиною такої кількости російських письменників , музикантів , науковців та інших відомих особистостей .",90,"Навряд чи будь-яке інше місто в Україні може похвалитися , що було батьківщиною такої кількості російських письменниць , музиканток , науковиць та інших відомих особистостей .",90,bd86f567c746.txt,"{'T81': ('письменників', 'JOB'), 'T82': ('музикантів', 'JOB'), 'T83': ('науковців', 'JOB')}","{'T81': ('письменниць', 'JOB'), 'T82': ('музиканток', 'JOB'), 'T83': ('науковиць', 'JOB')}"
ШОКОЛАДНИЦЯ,0,ШОКОЛАДНИК,0,17fbae84faea.txt,"{'T1': ('ШОКОЛАДНИЦЯ', 'JOB')}","{'T1': ('ШОКОЛАДНИК', 'JOB')}"
"І навіть люди почали більше всміхатися , відчуваючи , що диво поряд , – у затишному будиночку вродливої Шоколадниці .",6,"І навіть люди почали більше всміхатися , відчуваючи , що диво поряд , – у затишному будиночку вродливого Шоколадника .",6,17fbae84faea.txt,"{'T2': ('Шоколадниці', 'JOB')}","{'T2': ('Шоколадника', 'JOB')}"
"Вони спідлоба дивилися на запорошених стрільців , що йшли та йшли нескінченною колоною , похилившись під вагою наплічників , їхній одяг був сірий від куряви , запилюжені лиця заливав брудними патьоками піт .",2,"Вони спідлоба дивилися на запорошених стрільчинь , що йшли та йшли нескінченною колоною , похилившись під вагою наплічників , їхній одяг був сірий від куряви , запилюжені лиця заливав брудними патьоками піт .
",1,548f66f38090.txt,"{'T1': ('стрільців', 'JOB')}","{'T1': ('стрільчинь', 'JOB')}"
"Услід за піхотою їхали гармаші , що сиділи на лафетах і тряслися на вибоїнах разом із гарматами , запряженими у дві пари коней .",4,"Услід за піхотою їхали гармашки , що сиділи на лафетах і тряслися на вибоїнах разом із гарматами , запряженими у дві пари коней .
",2,548f66f38090.txt,"{'T2': ('гармаші', 'JOB')}","{'T2': ('гармашки', 'JOB')}"
"Над тинами звисали кетяги стиглих вишень , кожен стрілець тягнувся до них очима ( Миронові здавалося , що всередині у нього все вигоріло ) , але ніхто не зірвав і ягідки .",8,"Над тинами звисали кетяги стиглих вишень , кожна стрільчиня тягнулася до них очима ( Мироні здавалося , що всередині у неї все вигоріло ) , але ніхто не зірвав і ягідки .
",4,548f66f38090.txt,"{'T3': ('стрілець', 'JOB')}","{'T3': ('стрільчиня', 'JOB')}"
"Усі , хто мав очі , побачили , а батько Шуліка таки зліз по драбині з неба , якщо назвав їх австріяками , і це був не жарт — почути таке від отамана , з яким разом іти до бою .",28,"Усі , хто мав очі , побачили , а мати Шуліка таки злізла по драбині з неба , якщо назвала їх австріяками , і це був не жарт — почути таке від отаманки , з якою разом іти до бою .
",14,548f66f38090.txt,"{'T9': ('отамана', 'JOB')}","{'T9': ('отаманки', 'JOB')}"
"Тут саме вчасно було послати Шуліку до дідька , але курінний Станімір мав наказ і до того ж він був найдисциплінованішим сотником найдисциплінованішої армії .",30,"Тут саме вчасно було послати Шулікову до дідька , але курінна Станіслава мала наказ і до того ж вона була найдисциплінованішою сотницею найдисциплінованішої армії .
",15,548f66f38090.txt,"{'T11': ('курінний', 'JOB'), 'T13': ('сотником', 'JOB')}","{'T11': ('курінна', 'JOB'), 'T13': ('сотницею', 'JOB')}"
"— Ми не австріяки , пане отамане .",34,"— Ми не австріяки , пані отаманко .
",17,548f66f38090.txt,"{'T14': ('отамане', 'JOB')}","{'T14': ('отаманко', 'JOB')}"
Старшини Галицької армії .,38,"Старшини Галицької армії .
",19,548f66f38090.txt,"{'T15': ('Старшини', 'JOB')}","{'T15': ('Старшини', 'JOB')}"
"Сотник Станімір ураз виструнчився у військову поставу й суворим командирським голосом сказав , що відмова від виконання наказу карається за всіма законами воєнного часу , тому він , отаман Шуліка , постане перед польовим судом .",59,"Сотниця Станімірка ураз виструнчилася у військову поставу й суворим командирським голосом сказала , що відмова від виконання наказу карається за всіма законами воєнного часу , тому вона , отаманка Шуліка , постане перед польовим судом .
",30,548f66f38090.txt,"{'T21': ('Сотник', 'JOB'), 'T23': ('отаман', 'JOB')}","{'T21': ('Сотниця', 'JOB'), 'T23': ('отаманка', 'JOB')}"
